,player_id,player_name,goal,shot
270,3233.0,Raheem Sterling,0.0,11.0
271,3557.0,Naïm Sliti,0.0,6.0
272,3468.0,Jordan Pickford,0.0,0.0
273,5649.0,Anice Badri,0.0,3.0
274,5648.0,Farouk Ben Mustapha,0.0,0.0
275,3318.0,Marcus Rashford,0.0,4.0
276,3504.0,Ruben Loftus-Cheek,0.0,3.0
277,5657.0,Mohamed Amine Ben Amor,0.0,0.0
278,5652.0,Saber Khalifa,0.0,0.0
279,5623.0,Jae-Sung Lee,0.0,5.0
280,5604.0,Young-Gwon Kim,1.0,1.0
281,5626.0,Shin-Wook Kim,0.0,0.0
282,5607.0,Andreas Granqvist,2.0,4.0
283,3605.0,Sung-Yeung Ki,0.0,3.0
284,5608.0,Yong Lee,0.0,1.0
285,5606.0,Hyun-Soo Jang,0.0,0.0
286,5619.0,Hyeon-Woo Jo,0.0,0.0
287,5621.0,Ludwig Augustinsson,1.0,2.0
288,5624.0,Albin Ekdal,0.0,3.0
289,5620.0,Hee-Chan Hwang,0.0,2.0
290,5617.0,Sebastian Larsson,0.0,1.0
291,3083.0,Heung-Min Son,2.0,13.0
292,5627.0,Ja-Cheol Koo,0.0,1.0
293,4709.0,Pontus Jansson,0.0,1.0
294,5612.0,Mikael Lustig,0.0,2.0
295,5622.0,Robin Olsen,0.0,0.0
296,4417.0,Ola Toivonen,1.0,4.0
297,5613.0,Viktor Claesson,0.0,6.0
298,5609.0,Joo-Ho Park,0.0,0.0
299,11098.0,Marcus Berg,0.0,15.0
300,5625.0,Emil Peter Forsberg,1.0,12.0
301,5610.0,Min-Woo Kim,0.0,1.0
302,5618.0,Woo-Young Jung,0.0,2.0
303,5605.0,Oscar Hiljemark,0.0,0.0
304,5616.0,Seung-Woo Lee,0.0,1.0
305,5615.0,Isaac Kiese Thelin,0.0,0.0
306,5611.0,Gustav Svensson,0.0,0.0
307,5661.0,M''Baye Babacar Niang,1.0,8.0
308,5675.0,Kalidou Koulibaly,0.0,0.0
309,5662.0,Thiago Rangel Cionek,0.0,0.0
310,5660.0,Piotr Zieliński,0.0,4.0
311,3629.0,Sadio Mané,1.0,2.0
312,5670.0,Michał Pazdan,0.0,0.0
313,3637.0,Grzegorz Krychowiak,1.0,2.0
314,5672.0,Maciej Rybus,0.0,0.0
315,5663.0,Jakub Błaszczykowski,0.0,0.0
316,5658.0,Łukasz Piszczek,0.0,1.0
317,3404.0,Youssouf Sabaly,0.0,2.0
318,3436.0,Idrissa Gana Gueye,0.0,2.0
319,5668.0,Robert Lewandowski,0.0,8.0
320,5664.0,Salif Sané,0.0,3.0
321,5674.0,Moussa Wagué,1.0,1.0
