,GTR,game_id,player_id,team_id,X,Y,MP,GD,OC,VX,VY,ED,Angle,T,episode
110521,100.0,7586,5625.0,790,49.583333333333336,50.625,0,0,1,-23.958333333333343,10.937499999999991,0.8,2.8472525811675107,1,1
110522,99.99,7586,5607.0,790,30.416666666666664,59.375,0,0,1,-1.966955153422505,-2.9504327301337643,1.271,2.080922067146705,1,1
110523,99.96,7586,5607.0,790,27.916666666666668,55.625,0,0,1,0.5952380952380868,-23.21428571428571,1.4,1.9058528157669008,1,1
110524,99.94,7586,3702.0,790,28.749999999999996,23.125,0,0,1,35.84229390681002,-94.08602150537635,0.093,1.6899035998159115,1,1
110525,99.94,7586,3702.0,790,32.083333333333336,14.375,0,0,0,-3.1905825584198483e-15,-1.5952912792099242e-15,2.227,1.5707963267948966,1,1
110526,99.9,7586,5554.0,773,64.58333333333334,84.375,0,0,1,-4.166666666666696,-1.5625000000000178,0.8,2.0755254976417583,-1,1
110527,99.89,7586,5554.0,773,61.25000000000001,83.125,0,0,1,1.9841269841269644,-16.369047619047638,0.84,0.9687095623441351,-1,1
110528,99.87,7586,5835.0,773,62.916666666666664,69.375,0,0,1,3.59195402298851,-4.310344827586207,2.32,0.5608433508474823,-1,1
110529,99.83,7586,5835.0,773,71.25,59.375,0,0,1,-0.5208333333333393,-27.34375,1.6,2.4500186756684457,-1,1
110530,99.81,7586,3533.0,773,70.41666666666667,15.625,0,0,1,2.0833333333333215,6.249999999999997,1.6,0.5006677248747364,-1,1
110531,99.78,7586,3533.0,773,73.75,25.625,0,0,0,20.617185421654682,14.315642458100548,1.253,0.8992343564277597,-1,1
110532,99.38,7586,5622.0,790,5.416666666666667,51.875,0,0,0,16.911764705882348,-8.823529411764707,3.4,1.1297598682136074,1,1
110533,99.32,7586,3500.0,773,37.083333333333336,78.125,0,0,1,-6.357279084551819,-9.03423694545582e-15,1.573,2.7734618822646295,-1,1
110534,99.29,7586,5549.0,773,27.91666666666667,83.125,0,0,0,4.2122999157539835,-4.212299915754014,1.187,0.38840391881978603,-1,1
110535,99.27,7586,4417.0,790,67.08333333333333,21.875,0,0,1,2.0161290322580414,6.048387096774188,1.24,0.6531816955881512,1,1
110536,99.25,7586,11098.0,790,69.58333333333333,29.375,0,0,1,-11.11111111111112,-9.375,1.2,3.070383428351499,1,1
110537,99.24,7586,5612.0,790,56.25,18.125,0,0,1,1.3888888888888704,-6.250000000000062,0.5999999999999943,2.0449526991450204,1,1
110538,99.23,7586,5612.0,790,57.08333333333333,14.375,0,0,1,4.999999999999993,18.749999999999996,1.0,0.8914599215165385,1,1
110539,99.21,7586,4417.0,790,62.083333333333336,33.125,0,0,0,8.2070707070707,-5.366161616161616,3.96,2.0087386523502526,1,1
