,GTR,game_id,player_id,team_id,X,Y,MP,GD,OC,VX,VY,ED,Angle,T,episode
116185,100.0,8651,5613.0,790,49.583333333333336,50.625,0,0,1,-31.26954346466542,-7.035647279549732,0.533,2.966828409470943,1,1
116186,99.99,8651,6358.0,790,32.916666666666664,46.875,0,0,1,21.84769038701621,-14.044943820224745,0.267,0.6831145213681055,1,1
116187,99.98,8651,6358.0,790,38.75,43.125,0,0,0,36.620221507681286,48.231511254019274,0.933,1.8745317484124409,1,1
116188,99.97,8651,3205.0,768,27.08333333333333,11.875,0,0,0,12.09482341557813,7.861635220125784,2.067,0.1481110677145283,-1,1
116189,99.93,8651,5607.0,790,47.91666666666667,71.875,0,0,0,2.684460806872214,12.655315232397607,2.173,2.179839659787996,1,1
116190,99.81,8651,3308.0,768,47.91666666666667,0.625,0,0,1,-9.469696969696972,2.130681818181818,1.76,2.3343764449398696,-1,1
116191,99.77,8651,3205.0,768,31.25,4.375,0,0,1,0.0,0.6510416666666657,1.92,0.9976231445716746,-1,1
116192,99.74,8651,3205.0,768,31.25,5.625,0,0,1,-2.6465528648934793,20.84160381103612,2.519,1.8044253110176691,-1,1
116193,99.7,8651,3336.0,768,24.58333333333333,58.125,0,0,1,-2.960594732333751e-15,1.0416666666666607,1.2,1.6944712806440394,-1,1
116194,99.68,8651,3336.0,768,24.58333333333333,59.375,0,0,1,4.2892156862745034,-8.272058823529417,1.36,1.1193834842495125,-1,1
116195,99.65,8651,3244.0,768,30.416666666666657,48.12499999999999,0,0,1,2.250731487733515,-0.8440243079000674,1.481,0.40590554408407004,-1,1
116196,99.63,8651,3244.0,768,33.75,46.875,0,0,1,8.680555555555546,-19.097222222222225,1.44,1.6620618157384117,-1,1
116197,99.6,8651,3205.0,768,46.25,19.375,0,0,1,2.289377289377284,-3.0906593406593403,3.64,1.6780951407151563,-1,1
116198,99.54,8651,3205.0,768,54.58333333333333,8.125,0,0,1,7.645259938837906,7.297748123436193,1.199,0.021762992964060496,-1,1
116199,99.52,8651,10955.0,768,63.74999999999999,16.875,0,0,1,-2.1316282072803006e-11,-1250.0000000000052,0.001,2.329652052440948,-1,1
116200,99.52,8651,10955.0,768,63.74999999999999,15.625,0,0,1,-9.469696969696972,-14.204545454545457,0.88,2.9692487993159733,-1,1
116201,99.5,8651,3205.0,768,55.41666666666667,3.125,0,0,1,1.488095238095234,0.0,1.68,0.8392103296008606,-1,1
116202,99.47,8651,3205.0,768,57.91666666666667,3.125,0,0,0,17.852588625350663,15.302218821729147,1.307,0.25300658900645373,-1,1
116203,99.45,8651,5607.0,790,18.75,76.875,0,0,1,0.8012820512820519,10.216346153846146,2.08,2.036402221748322,1,1
116204,99.42,8651,5621.0,790,20.416666666666668,98.125,0,0,0,11.436413540713628,1.1436413540713632,1.093,0.7341655023863468,1,1
116205,99.15,8651,3308.0,768,80.41666666666667,0.625,0,0,1,0.0,18.749999999999993,0.8,0.517839779261333,-1,1
116206,99.14,8651,3293.0,768,80.41666666666667,15.625,0,0,1,0.0,-46.87499999999998,0.16,2.7041487229260244,-1,1
116207,99.13,8651,3293.0,768,80.41666666666667,8.125,0,0,1,-5.555555555555571,-10.416666666666668,0.6,3.0960545372371664,-1,1
116208,99.12,8651,3308.0,768,77.08333333333334,1.875,0,0,1,1.9223375624759271,-1.441753171856978,0.867,1.8078789329320384,-1,1
116209,99.11,8651,3308.0,768,78.75,0.625,0,0,1,-2.5523226135783634,11.4854517611026,0.653,0.7194089094251386,-1,1
116210,99.1,8651,3293.0,768,77.08333333333334,8.125,0,0,1,-4.419191919191948,0.0,1.32,2.1724499594532225,-1,1
116211,99.07,8651,3293.0,768,71.25,8.125,0,0,1,-9.70245795601553,8.624407072013796,2.319,2.011531279608256,-1,1
116212,99.03,8651,3244.0,768,48.75,28.125,0,0,1,-8.448784016172416e-15,5.945303210463726,0.841,1.2527087596784892,-1,1
116213,99.02,8651,3244.0,768,48.75,33.125,0,0,1,-0.49603174603174743,19.345238095238084,1.68,1.887888529794441,-1,1
116214,98.99,8651,3336.0,768,47.91666666666667,65.625,0,0,1,2.777777777777762,2.0833333333333215,1.2,0.9994588469612713,-1,1
116215,98.97,8651,3336.0,768,51.24999999999999,68.125,0,0,1,10.416666666666659,17.11309523809523,1.68,2.0068012091529783,-1,1
116216,98.94,8651,3612.0,768,68.75,96.875,0,0,1,0.651041666666663,0.9765624999999889,1.28,1.9899481087050739,-1,1
116217,98.92,8651,3612.0,768,69.58333333333333,98.125,0,0,1,6.1319597743438665,-1.8395879323031745,1.359,0.8285588602529552,-1,1
116218,98.89,8651,3094.0,768,77.91666666666667,95.625,0,0,1,2.596053997923098,3.894080996884691,0.321,2.1279675817025967,-1,1
116219,98.89,8651,3094.0,768,78.75,96.875,0,0,0,-3.0980716623505546e-15,-3.0980716623505546e-15,4.587000000000003,1.5707963267948966,-1,1
116220,98.81,8651,6358.0,790,24.583333333333332,0.625,0,0,0,10.336680448907263,19.196692262256345,1.693,0.7933371299142745,1,1
116221,98.78,8651,3244.0,768,57.91666666666667,66.875,0,0,1,19.84126984126982,8.928571428571413,0.84,1.1873346387110868,-1,1
116222,98.77,8651,10955.0,768,73.75,74.375,0,0,1,-7.8125,1.9531249999999778,0.64,2.6997536669580118,-1,1
116223,98.75,8651,3094.0,768,68.75,75.625,0,0,1,-8.881784197001252e-14,-7.812500000000089,0.16,0.9083700329617455,-1,1
116224,98.75,8651,3094.0,768,68.75,74.375,0,0,0,4.671805652884843,-10.5115627189909,1.427,0.788240679903129,-1,1
116225,98.73,8651,5624.0,790,24.583333333333332,40.625,0,0,1,-3.8888888888888893,-11.666666666666663,3.0,2.3638206531193573,1,1
116226,98.67,8651,6358.0,790,12.916666666666668,5.625,0,0,0,12.708787218591135,3.501400560224088,3.213,0.352686142817643,1,1
116227,98.62,8651,3336.0,768,46.25,83.125,0,0,1,-8.969907407407408,2.170138888888884,2.88,2.9195165386878608,-1,1
116228,98.57,8651,3244.0,768,20.41666666666667,89.375,0,0,1,0.4960317460317411,0.7440476190476022,1.68,1.4590589591411003,-1,1
116229,98.54,8651,3244.0,768,21.25,90.625,0,0,1,1.6339869281045711,-23.284313725490208,2.04,1.5916446973545268,-1,1
116230,98.5,8651,3205.0,768,24.58333333333333,43.125,0,0,1,0.9259259259259285,-9.722222222222223,1.8,1.7950506510783022,-1,1
116231,98.47,8651,3205.0,768,26.25,25.625,0,0,1,8.426467979421675,-12.639701969132517,1.879,1.6761150680508075,-1,1
116232,98.44,8651,3308.0,768,42.083333333333336,1.875,0,0,1,2.2632627195364785,-2.4122173267249463e-16,1.841,0.7302394474692696,-1,1
116233,98.41,8651,3308.0,768,46.25,1.875,0,0,1,1.7379214459506331,11.730969760166838,0.959,0.8076430342287756,-1,1
116234,98.39,8651,3532.0,768,47.91666666666667,13.125,0,0,1,-5.175983436853016,-1.1033272294411494e-14,0.161,2.5329836481974857,-1,1
116235,98.39,8651,3532.0,768,47.083333333333336,13.125,0,0,1,-2.1929824561403666,-13.15789473684211,0.76,2.4455134871136512,-1,1
116236,98.38,8651,3308.0,768,45.416666666666664,3.125,0,0,1,2.0593080724876405,0.0,3.642,0.7831808721309163,-1,1
116237,98.31,8651,3308.0,768,52.916666666666664,3.125,0,0,1,-4.437344692935753,13.312034078807239,1.878,1.516585927320233,-1,1
116238,98.28,8651,3205.0,768,44.583333333333336,28.125,0,0,1,0.7440476190476084,3.348214285714279,1.12,1.0315223013955954,-1,1
116239,98.26,8651,3205.0,768,45.416666666666664,31.875,0,0,0,15.612802498048378,46.838407494145166,0.427,1.2881562534538769,-1,1
116240,98.23,8651,3244.0,768,52.083333333333336,51.875,0,0,1,-9.83146067415729,-1.404494382022475,1.7800000000000011,3.0092494484232275,-1,1
116241,98.2,8651,3244.0,768,34.58333333333334,49.375,0,0,1,-9.74462365591398,2.5201612903225747,2.48,2.951225372727664,-1,1
116242,98.16,8651,3468.0,768,10.416666666666671,55.625,0,0,1,0.0,7.965686274509797,2.04,1.8102955927050557,-1,1
116243,98.12,8651,3468.0,768,10.416666666666671,71.875,0,0,1,16.025641025641022,9.615384615384615,2.6,1.3148290949852988,-1,1
116244,98.08,8651,3612.0,768,52.083333333333336,98.125,0,0,0,1.024380249948775,-13.060848186846957,1.627,0.9661328220471987,-1,1
116245,98.05,8651,5617.0,790,46.25,23.125,0,0,1,7.161458333333326,-0.9765625000000056,1.28,0.6983163638486215,1,1
116246,98.03,8651,5613.0,790,55.41666666666667,21.875,0,0,1,5.859374999999995,1.9531249999999987,2.56,0.341725699677154,1,1
116247,97.98,8651,5613.0,790,70.41666666666667,26.875,0,0,1,-1.3020833333333481,12.695312499999995,1.28,1.4564527399260612,1,1
116248,97.96,8651,11098.0,790,68.75,43.125,0,0,0,9.337068160597568,-6.613756613756615,3.213,2.1426780489440573,1,1
116249,97.43,8651,3468.0,768,5.416666666666671,48.12499999999999,0,0,1,-0.5787037037037109,-19.097222222222214,1.44,1.8997424395935234,-1,1
116250,97.4,8651,3205.0,768,4.583333333333329,20.625,0,0,1,-0.8116883116883118,-0.8116883116883117,3.08,2.6709074128578427,-1,1
116251,97.35,8651,3205.0,768,2.0833333333333286,18.125,0,0,0,20.615900012884936,-4.831851565519907,2.587,1.0132758345810626,-1,1
116252,97.31,8651,5621.0,790,44.583333333333336,94.375,0,0,0,5.924872615238771,-7.109847138286532,2.813,0.31456438733109443,1,1
116253,97.26,8651,3532.0,768,38.75,25.625,0,0,1,4.513653802753322,1.6926201760324981,1.477,0.022393601483711133,-1,1
116254,97.23,8651,3532.0,768,45.416666666666664,28.125,0,0,0,14.170040485829956,14.676113360323876,2.47,1.4361501003791857,-1,1
116255,97.19,8651,6358.0,790,19.583333333333332,35.625,0,0,1,-6.1630568762106,1.3206550449022678,1.893,2.802247880190102,1,1
116256,97.16,8651,5622.0,790,7.916666666666666,38.125,0,0,1,3.2407407407407414,-4.861111111111115,1.8,1.2175163357325258,1,1
116257,97.12,8651,5622.0,790,13.750000000000002,29.375,0,0,1,4.32389937106918,-12.382075471698112,2.12,1.7811887453177448,1,1
116258,97.09,8651,6358.0,790,22.916666666666664,3.125,0,0,1,3.9221838719799176,0.7844367743959837,3.187,0.4046179262344193,1,1
116259,97.03,8651,6358.0,790,35.41666666666667,5.625,0,0,1,11.948529411764703,22.97794117647058,2.72,1.6055143525724913,1,1
116260,96.98,8651,4417.0,790,67.91666666666667,68.125,0,0,0,3.6164496796858736,2.324860508369489,1.613,1.2660757560303302,1,1
116261,96.96,8651,3205.0,768,26.25,28.125,0,0,1,-2.5154520626706924,18.326865028029314,2.319,1.9607821760582762,-1,1
116262,96.91,8651,3336.0,768,20.41666666666667,71.875,0,0,1,-7.96568627450981,-4.595588235294118,1.36,2.4471933472989487,-1,1
116263,96.89,8651,3468.0,768,9.583333333333329,65.625,0,0,1,3.3333333333333393,-1.25,1.0,0.19517418408124643,-1,1
116264,96.87,8651,3468.0,768,12.916666666666671,64.375,0,0,1,10.108668182966888,-10.424564063684615,1.319,0.792307191775073,-1,1
116265,96.85,8651,3532.0,768,26.25,50.625,0,0,1,1.6880486158001302,3.376097231600265,1.481,1.1859326787832343,-1,1
116266,96.82,8651,3532.0,768,28.75,55.625,0,0,1,12.106537530266337,-15.133171912832928,1.239,1.1252873178483391,-1,1
116267,96.8,8651,3293.0,768,43.75,36.875,0,0,1,-4.335761359694775,-1.3007284079084287,0.961,3.0837236398266796,-1,1
116268,96.79,8651,3293.0,768,39.58333333333333,35.625,0,0,1,-8.064516129032262,-14.112903225806452,1.24,2.515008481054083,-1,1
116269,96.77,8651,3205.0,768,29.58333333333333,18.125,0,0,1,2.6539278131634814,0.39808917197452226,6.28,0.3512711061381856,-1,1
116270,96.66,8651,3205.0,768,46.25,20.625,0,0,1,6.1319597743438665,-14.716703458425313,1.359,2.0031373656252898,-1,1
116271,96.63,8651,3308.0,768,54.58333333333333,0.625,0,0,1,1.7325017325017376,0.0,0.481,0.8363518037316285,-1,1
116272,96.62,8651,3308.0,768,55.41666666666667,0.625,0,0,1,-4.25170068027211,2.5510204081632644,1.96,1.903344890819451,-1,1
116273,96.59,8651,3205.0,768,47.083333333333336,5.625,0,0,1,-0.8012820512820603,-1.2019230769230778,1.04,2.862617547203445,-1,1
116274,96.57,8651,3205.0,768,46.25,4.375,0,0,1,-3.6458333333333393,18.749999999999993,1.6,1.5063813621967865,-1,1
116275,96.54,8651,3244.0,768,40.416666666666664,34.375,0,0,1,1.4467592592592609,3.47222222222222,2.88,1.074847906652638,-1,1
116276,96.49,8651,3244.0,768,44.583333333333336,44.375,0,0,1,8.333333333333329,13.54166666666666,1.2,1.248953239780771,-1,1
116277,96.47,8651,3233.0,768,54.58333333333333,60.625,0,0,1,-11.494252873563216,-1.2250736823450004e-14,1.16,2.9626754831116995,-1,1
116278,96.45,8651,3244.0,768,41.25,60.625,0,0,1,0.0,10.416666666666607,0.12,1.7702368735691314,-1,1
116279,96.45,8651,3244.0,768,41.25,61.875,0,0,1,3.205128205128205,13.621794871794858,1.56,1.8920091504672432,-1,1
116280,96.42,8651,3336.0,768,46.25,83.125,0,0,1,0.9328358208955196,-0.4664179104477665,2.68,0.0927563201881446,-1,1
116281,96.38,8651,3336.0,768,48.75,81.875,0,0,1,10.833333333333336,-17.500000000000014,1.0,0.6747716519247376,-1,1
116282,96.36,8651,3233.0,768,59.583333333333336,64.375,0,0,1,-0.20833333333333748,1.8749999999999964,4.0,2.1690486738918064,-1,1
116283,96.29,8651,3233.0,768,58.75,71.875,0,0,1,-8.333333333333334,-3.90625,1.6,2.4244524025113425,-1,1
116284,96.26,8651,3244.0,768,45.416666666666664,65.625,0,0,1,-9.349246523159214e-15,-2.4671052631578947,1.52,1.3565771897385017,-1,1
116285,96.24,8651,3244.0,768,45.416666666666664,61.875,0,0,1,6.465517241379299,-28.017241379310352,1.16,1.7568720651182494,-1,1
116286,96.22,8651,3205.0,768,52.916666666666664,29.375,0,0,1,1.1904761904761838,-9.821428571428573,1.4,2.0980629121951737,-1,1
116287,96.19,8651,3205.0,768,54.58333333333333,15.625,0,0,1,11.805555555555554,-12.499999999999998,1.2,1.8204899591731731,-1,1
116288,96.17,8651,3308.0,768,68.75,0.625,0,0,1,2.3148148148148016,0.0,1.44,1.0562059896856035,-1,1
116289,96.15,8651,3308.0,768,72.08333333333333,0.625,0,0,0,5.442811600964157,1.4578959645439697,4.287,1.203200102748899,-1,1
116290,96.07,8651,5624.0,790,4.583333333333333,93.125,0,0,1,26.111111111111104,0.0,1.5,0.6540827244143603,1,1
116291,95.9,8651,3244.0,768,35.41666666666667,6.875,0,0,1,-0.94804702313235,-2.844141069397041,0.879,2.5015608849163957,-1,1
116292,95.89,8651,3205.0,768,34.58333333333334,4.375,0,0,1,-5.378824646177897e-15,1.892505677517032,1.321,0.9879559192802183,-1,1
116293,95.86,8651,3205.0,768,34.58333333333334,6.875,0,0,1,0.7861635220125741,24.764150943396217,2.12,1.6850732109777142,-1,1
116294,95.83,8651,3336.0,768,36.25,59.375,0,0,1,2.717391304347824,1.8115942028985457,2.76,0.8382031513252082,-1,1
116295,95.78,8651,3336.0,768,43.75,64.375,0,0,1,6.9508804448563355,22.01112140871177,1.079,1.928617836764397,-1,1
116296,95.76,8651,3612.0,768,51.24999999999999,88.125,0,0,1,-1.7844396859386153,2.6766595289079027,1.401,2.843863989519291,-1,1
116297,95.74,8651,3612.0,768,48.75,91.875,0,0,1,-5.332557688578637,-6.544502617801063,1.719,1.7853560216744968,-1,1
116298,95.71,8651,3336.0,768,39.58333333333333,80.625,0,0,1,1.4746000147459997,-2.7648750276487535,4.521,0.7556041396873846,-1,1
116299,95.63,8651,3336.0,768,46.25,68.125,0,0,1,9.175842509175833,28.778778778778765,0.999,2.072595328691541,-1,1
116300,95.61,8651,3612.0,768,55.41666666666667,96.875,0,0,1,0.6122948812147896,-0.9184423218222,1.361,0.1764196158158602,-1,1
116301,95.59,8651,3612.0,768,56.25,95.625,0,0,0,13.194444444444441,1.0416666666666607,2.4,1.4035832950702771,-1,1
116302,95.28,8651,6358.0,790,22.083333333333332,0.625,0,0,1,11.111111111111109,11.111111111111109,1.8,0.31601173648005376,1,1
116303,95.25,8651,11098.0,790,42.083333333333336,20.625,0,0,0,8.057427483152642,2.197480222677996,3.413,0.35722948763327517,1,1
116304,95.19,8651,3205.0,768,30.416666666666657,71.875,0,0,1,-10.240112994350278,-9.004237288135588,2.36,2.413660037289908,-1,1
116305,95.15,8651,3468.0,768,6.25,50.625,0,0,1,0.8680555555555576,-1.3020833333333408,1.92,1.0031529007977944,-1,1
116306,95.12,8651,3468.0,768,7.916666666666671,48.12499999999999,0,0,1,12.34567901234567,0.0,1.08,0.023805026185070025,-1,1
116307,95.1,8651,3244.0,768,21.25,48.12499999999999,0,0,1,2.232142857142855,0.7440476190476191,3.36,0.33052225924108547,-1,1
116308,95.04,8651,3244.0,768,28.75,50.625,0,0,1,6.257822277847309,10.951188986232781,0.799,1.1922262639579315,-1,1
116309,95.03,8651,3532.0,768,33.75,59.375,0,0,1,-9.861800635115893e-15,6.072172102706449,1.441,1.8378464603733455,-1,1
116310,95.0,8651,3532.0,768,33.75,68.125,0,0,1,7.3529411764705825,21.139705882352928,1.36,1.930797765674785,-1,1
116311,94.98,8651,3612.0,768,43.75,96.875,0,0,1,-5.382899513334092e-15,-1.0765799026668185e-14,1.32,1.5707963267948966,-1,1
116312,94.96,8651,3612.0,768,43.75,96.875,0,0,1,-2.4038461538461537,-14.423076923076936,1.04,1.2388370847590673,-1,1
116313,94.94,8651,3532.0,768,41.25,81.875,0,0,1,-0.3360215053763479,-3.5282258064516188,2.48,1.2955318497076591,-1,1
116314,94.89,8651,3532.0,768,40.416666666666664,73.125,0,0,1,-2.5025025025025025,-15.015015015015036,0.999,1.6058121127551184,-1,1
116315,94.88,8651,3244.0,768,37.916666666666664,58.125,0,0,1,1.095050372317111,1.6425755584756805,0.761,1.1346761806272787,-1,1
116316,94.86,8651,3244.0,768,38.75,59.375,0,0,1,4.632846884410464,-18.24183460736623,1.439,1.621925751058379,-1,1
116317,94.84,8651,3205.0,768,45.416666666666664,33.125,0,0,1,0.6122948812147844,-5.220740159883176e-15,1.361,0.30420849433923974,-1,1
116318,94.82,8651,3205.0,768,46.25,33.125,0,0,1,7.902298850574705,1.0775862068965518,1.16,0.20156333846771934,-1,1
116319,94.8,8651,3233.0,768,55.41666666666667,34.375,0,0,1,0.8680555555555531,-2.17013888888889,2.88,1.6696533570310281,-1,1
116320,94.75,8651,5617.0,790,42.083333333333336,71.875,0,0,0,-2.69144975666706e-15,-2.69144975666706e-15,5.279999999999973,1.5707963267948966,1,1
116321,94.65,8651,3532.0,768,61.25000000000001,33.125,0,0,0,4.807692307692253,-2.4038461538461604,0.52,0.9272952180016145,-1,1
