iteration,game,cost_per_game_average
1.168639053254438,57,0.002171573336113397
1.1715976331360947,58,0.001303209294746921
1.1745562130177514,59,0.0004872968923355832
1.1775147928994083,60,0.0008516318157489877
1.180473372781065,61,0.0001643836973095819
1.183431952662722,62,0.00030152100963221073
1.1863905325443787,63,0.0011384894945270692
1.1893491124260356,64,0.00024372434663914814
1.1923076923076923,65,0.00024358222376106605
1.195266272189349,66,0.0001476776331635461
1.198224852071006,67,0.0004433698777575046
1.2011834319526626,68,0.0001040063382372958
1.2041420118343196,69,0.00022319930201988695
1.2071005917159763,70,0.00015487202442727722
1.2100591715976332,71,0.0002147081017068665
1.21301775147929,72,9.352052858275783e-05
1.2159763313609466,73,0.0003407527441747031
1.2189349112426036,74,0.00130612333228943
1.2218934911242603,75,0.0005160132463061018
1.2248520710059172,76,0.0013814098438160727
1.227810650887574,77,0.00014716139825395657
1.2307692307692308,78,0.0004817897800586996
1.2337278106508875,79,0.0002621221288033363
1.2366863905325443,80,0.0007043100431474159
1.2396449704142012,81,0.00016762203320534277
1.242603550295858,82,0.0002727840599618503
1.2455621301775148,83,0.0002350222194523025
1.2485207100591715,84,6.542542350176619e-05
1.2514792899408285,85,0.0001513851406861218
1.2544378698224852,86,0.0005068391905069802
1.2573964497041419,87,0.11255107074975967
1.727810650887574,246,0.162939190864563
1.7337278106508875,248,0.17013777792453766
1.7366863905325443,249,0.1622048169374466
1.7573964497041419,256,0.1698256880044937
1.7603550295857988,257,0.161529079079628
1.7633136094674557,258,0.16946609318256378
2.2573964497041423,425,0.10993622988462448
2.727810650887574,584,0.16057835519313812
2.7337278106508878,586,0.1688859462738037
2.7366863905325447,587,0.15993422269821167
2.7573964497041423,594,0.16852939128875732
2.760355029585799,595,0.15930208563804626
2.7633136094674553,596,0.16815172135829926
3.257396449704142,763,0.10785636305809021
3.727810650887574,922,0.15835796296596527
3.7337278106508878,924,0.16755621135234833
3.7366863905325443,925,0.1576838493347168
3.757396449704142,932,0.16719751060009003
3.760355029585799,933,0.15705451369285583
3.7633136094674557,934,0.1668180376291275
4.257396449704142,1101,0.10576233267784119
4.727810650887574,1260,0.15607596933841705
4.733727810650888,1262,0.16622067987918854
4.736686390532544,1263,0.1553606390953064
4.757396449704142,1270,0.16586507856845856
4.760355029585799,1271,0.15471677482128143
4.763313609467456,1272,0.16548819839954376
5.257396449704142,1439,0.10353509336709976
5.727810650887574,1598,0.1536782830953598
5.733727810650888,1600,0.16490265727043152
5.736686390532545,1601,0.15290750563144684
5.757396449704142,1608,0.16455483436584473
5.760355029585799,1609,0.15222810208797455
5.763313609467455,1610,0.16418419778347015
6.257396449704142,1777,0.10116700083017349
6.727810650887574,1936,0.15106947720050812
6.733727810650888,1938,0.16359318792819977
6.736686390532545,1939,0.15018399059772491
6.757396449704142,1946,0.16324838995933533
6.760355029585799,1947,0.14940495789051056
6.763313609467455,1948,0.16287676990032196
7.257396449704142,2115,0.09844797849655151
7.727810650887574,2274,0.1480550915002823
7.733727810650888,2276,0.16228622198104858
7.736686390532545,2277,0.14701510965824127
7.757396449704142,2284,0.16194437444210052
7.760355029585799,2285,0.14611835777759552
7.763313609467455,2286,0.16157503426074982
8.257396449704142,2453,0.09526617079973221
8.727810650887573,2612,0.14450836181640625
8.733727810650887,2614,0.16098035871982574
8.736686390532544,2615,0.1432884782552719
8.757396449704142,2622,0.16064099967479706
8.7603550295858,2623,0.14218918979167938
8.763313609467456,2624,0.16027416288852692
9.257396449704142,2791,0.09156697243452072
9.727810650887575,2950,0.14027591049671173
9.733727810650887,2952,0.15968231856822968
9.736686390532544,2953,0.13883034884929657
9.757396449704142,2960,0.15935079753398895
9.7603550295858,2961,0.1375114470720291
9.763313609467456,2962,0.15899008512496948
10.257396449704142,3129,0.08707917481660843
10.727810650887575,3288,0.13520614802837372
10.733727810650887,3290,0.1584198772907257
10.736686390532544,3291,0.1335510015487671
10.757396449704142,3298,0.15809890627861023
10.7603550295858,3299,0.1319463849067688
10.763313609467456,3300,0.15774960815906525
11.257396449704142,3467,0.08151135593652725
11.727810650887575,3626,0.12926223874092102
11.733727810650887,3628,0.15718498826026917
11.736686390532544,3629,0.12742497026920319
11.757396449704142,3636,0.15686683356761932
11.7603550295858,3637,0.12558364868164062
11.763313609467456,3638,0.15652252733707428
12.257396449704142,3805,0.07456732541322708
12.727810650887575,3964,0.12270009517669678
12.733727810650887,3966,0.15596932172775269
12.736686390532544,3967,0.12091755121946335
12.757396449704142,3974,0.15565206110477448
12.7603550295858,3975,0.11907490342855453
12.763313609467456,3976,0.15531302988529205
13.257396449704142,4143,0.06615345925092697
13.727810650887575,4302,0.11653128266334534
13.733727810650887,4304,0.15475726127624512
13.736686390532544,4305,0.11515175551176071
13.757396449704142,4312,0.15444415807724
13.7603550295858,4313,0.11385635286569595
13.763313609467456,4314,0.15410901606082916
14.257396449704142,4481,0.056844476610422134
14.727810650887575,4640,0.11239781230688095
14.733727810650887,4642,0.15355141460895538
14.736686390532544,4643,0.11178428679704666
14.757396449704142,4650,0.15324632823467255
14.7603550295858,4651,0.11156218498945236
14.763313609467456,4652,0.1529165357351303
15.257396449704142,4819,0.048139240592718124
15.727810650887575,4978,0.11152928322553635
15.733727810650887,4980,0.15236328542232513
15.736686390532544,4981,0.11148589104413986
15.757396449704142,4988,0.1520652025938034
15.7603550295858,4989,0.11215594410896301
15.763313609467456,4990,0.15174169838428497
16.257396449704142,5157,0.041473619639873505
16.727810650887577,5316,0.11259493231773376
16.733727810650887,5318,0.1511961966753006
16.736686390532544,5319,0.11215702444314957
